sample_id,source_id,raw_path,relative_path,caption,width,height,sha256,valid,error
coco_6f89fce1c857b710cd1f04c4,coco,data/raw_smoke/coco/images/train2017/000000000036.jpg,images/train2017/000000000036.jpg,smoke coco scene 36,128,128,337de46875bc4050eac80fc31c392dc58509b7cdd3adf9da162f068cf0a60276,1,
coco_3f27f850ccc093b755028bf8,coco,data/raw_smoke/coco/images/train2017/000000000037.jpg,images/train2017/000000000037.jpg,smoke coco scene 37,128,128,46feac28db16c0997ce3238ba270bb3d55527bdb5b82e0f536c84e7e06dc2ec0,1,
coco_bef715a37ff129c248983c84,coco,data/raw_smoke/coco/images/train2017/000000000038.jpg,images/train2017/000000000038.jpg,smoke coco scene 38,128,128,37ff1df8b6275fe37606e76afe919b840590629920be0a8db6ece52e44ae8aba,1,
coco_27359699c55b6e7b83d2f75e,coco,data/raw_smoke/coco/images/train2017/000000000039.jpg,images/train2017/000000000039.jpg,smoke coco scene 39,128,128,f86d3f4c762041113b032246974d6703d046c843f3f72d9b528ca39a3e94ce65,1,
coco_97e59fa42343f25a4493acc2,coco,data/raw_smoke/coco/images/train2017/000000000040.jpg,images/train2017/000000000040.jpg,smoke coco scene 40,128,128,ed14fc1831e6064e6f468724ad73b80fd3e2b43e39bacbe9529bdbe860ab19b5,1,
coco_cf3115f1acd651708a7d6656,coco,data/raw_smoke/coco/images/train2017/000000000041.jpg,images/train2017/000000000041.jpg,smoke coco scene 41,128,128,1ca416ac7576a65fc87f9ff65950603e3da18d71bedb27aebe5b87c8e051cbf7,1,
coco_4b033d9cd02aa5d3f5260252,coco,data/raw_smoke/coco/images/train2017/000000000042.jpg,images/train2017/000000000042.jpg,smoke coco scene 42,128,128,1e436a7e330a3d9449c9123ee83ffa452102c96a6da01f4ded7274f719112db3,1,
coco_dcc965eeb0580a5007c19b07,coco,data/raw_smoke/coco/images/train2017/000000000043.jpg,images/train2017/000000000043.jpg,smoke coco scene 43,128,128,91f5f29fe51bf5f14abfe0a8b82ac3c71257019e120afaeabc30ab3437d626cd,1,
coco_3e1403c378df5b228eebd1b1,coco,data/raw_smoke/coco/images/train2017/000000000044.jpg,images/train2017/000000000044.jpg,smoke coco scene 44,128,128,cb46876e9f3551d2ce996d932c3d9ce23d592a95c8fc9d73ec8d1995d175d683,1,
coco_adee12dbd9b7a94d5db18f9f,coco,data/raw_smoke/coco/images/train2017/000000000045.jpg,images/train2017/000000000045.jpg,smoke coco scene 45,128,128,4120dda6d3a72b1750ecc62fb245090d22792299ca0bf715df5d2337e78481a4,1,
coco_131be7d8c1d088da8a2e5763,coco,data/raw_smoke/coco/images/train2017/000000000046.jpg,images/train2017/000000000046.jpg,smoke coco scene 46,128,128,22fc63b4adf581fb5c84cb5abd5c617093c8bbbefdf3314a5400a1e5ddd7855d,1,
coco_1330ba2658440d52578667cf,coco,data/raw_smoke/coco/images/train2017/000000000047.jpg,images/train2017/000000000047.jpg,smoke coco scene 47,128,128,98e16b0a7bd329317b790a46e2bca4d6005abc856e9864dba47b0e71e710f029,1,
coco_973a543469aff9d8d7b1f058,coco,data/raw_smoke/coco/images/train2017/000000000048.jpg,images/train2017/000000000048.jpg,smoke coco scene 48,128,128,ee3eb33e2d6f03510bcf5985ac82445e7a8be8467538017cfe8b0a1351b61692,1,
coco_82e6e10c5fdc5023f822d4b4,coco,data/raw_smoke/coco/images/train2017/000000000049.jpg,images/train2017/000000000049.jpg,smoke coco scene 49,128,128,0afffb7c7fbde3f2836200f126c8d260f09c69cdc4c0617decffe47d5ee38039,1,
coco_0e627aa8da01e44ff2ae3479,coco,data/raw_smoke/coco/images/train2017/000000000050.jpg,images/train2017/000000000050.jpg,smoke coco scene 50,128,128,50117fedc1155d10b34a9139988814020f8117d79ed651230b06b656227904f6,1,
coco_0189f7e95ab4c57a26bc8fcb,coco,data/raw_smoke/coco/images/train2017/000000000051.jpg,images/train2017/000000000051.jpg,smoke coco scene 51,128,128,ad3bd24a0d1a86b5dac764a2ced12468de37386ff597281ce6b8b90ab1701b2e,1,
coco_313f47c76fe78cb2578eae66,coco,data/raw_smoke/coco/images/train2017/000000000052.jpg,images/train2017/000000000052.jpg,smoke coco scene 52,128,128,f843e920d6b041b204d204d26f5edd2df71cc13be2e167fe6ba49d848bc61f5a,1,
coco_9cf60b5caa532400c3060b32,coco,data/raw_smoke/coco/images/train2017/000000000053.jpg,images/train2017/000000000053.jpg,smoke coco scene 53,128,128,1c8d535341215053878188f1a485317e4749b6e36ef69bb4b49c9b1850d08807,1,
coco_6e938d5762fdd00f8b521c21,coco,data/raw_smoke/coco/images/train2017/000000000054.jpg,images/train2017/000000000054.jpg,smoke coco scene 54,128,128,ece37c7e494153221dc5ba41ae7be7df45939876e4f43ef4063b3ef8b43fa8ed,1,
coco_292e7db1e04e7053ae7cbd07,coco,data/raw_smoke/coco/images/train2017/000000000055.jpg,images/train2017/000000000055.jpg,smoke coco scene 55,128,128,00bde6a7dd2951786bfc9b9414d53f8f9950d693e5684bb800d585ddc8667723,1,
coco_3419c47f67dcfaeb7a78d960,coco,data/raw_smoke/coco/images/train2017/000000000056.jpg,images/train2017/000000000056.jpg,smoke coco scene 56,128,128,ef74b5ffbca8da86e6443643803438690104cab40fca874cf0904d8f4eda87cb,1,
coco_bec44592ae2753faab598438,coco,data/raw_smoke/coco/images/train2017/000000000057.jpg,images/train2017/000000000057.jpg,smoke coco scene 57,128,128,fc4b63afc0fd20fb8d6495bd387a619a3dc2d9b24b958125d1fee55c2ed09008,1,
coco_bebdc57a2e777376332e4e01,coco,data/raw_smoke/coco/images/train2017/000000000058.jpg,images/train2017/000000000058.jpg,smoke coco scene 58,128,128,de1c9ef247e053f9b1ce980f0efe4154d828f1c0024c7451a04dffd63e628fce,1,
coco_01568e48b46c627a7a9389f4,coco,data/raw_smoke/coco/images/train2017/000000000059.jpg,images/train2017/000000000059.jpg,smoke coco scene 59,128,128,54e830b37117afbf7164a2c8a1d22913c2d08abc5a2010f77d12500d3cdcde8b,1,
coco_d9aedefc314a31ebf27a4273,coco,data/raw_smoke/coco/images/train2017/000000000060.jpg,images/train2017/000000000060.jpg,smoke coco scene 60,128,128,112d831751aecb77f368bdef09c32ae941ab7f15d487ddb7870838b89f61ede4,1,
coco_f22a3f1e2cbabde165968705,coco,data/raw_smoke/coco/images/train2017/000000000061.jpg,images/train2017/000000000061.jpg,smoke coco scene 61,128,128,1ae775294d9b22858665d3bb679dc474adf48b09820459e3bd8bd4f45ec4e9b2,1,
coco_7954570a48fe2331d9d388cf,coco,data/raw_smoke/coco/images/train2017/000000000062.jpg,images/train2017/000000000062.jpg,smoke coco scene 62,128,128,549cf6ff61a84df5c0662ead3b9c0162b06b031c004a6c76abdfe07db373d401,1,
coco_2b4650c4108c6ee161b6d8c5,coco,data/raw_smoke/coco/images/train2017/000000000063.jpg,images/train2017/000000000063.jpg,smoke coco scene 63,128,128,2b783d04ebcc9dfae97d1e7ab2458d429d7be7b50570590f88ece08ded93d592,1,
coco_a7bd62ab856d79963dca31b0,coco,data/raw_smoke/coco/images/train2017/000000000064.jpg,images/train2017/000000000064.jpg,smoke coco scene 64,128,128,7ee7b70338fb8809dab5b35bc6ea0968500785513cc5057316a9d3d2e5a5fae4,1,
coco_13e694af2c447435ada21b92,coco,data/raw_smoke/coco/images/train2017/000000000065.jpg,images/train2017/000000000065.jpg,smoke coco scene 65,128,128,7cd42142a6554153593ab00e5e90c63cf731d4ecb0fc4db04f1fce970a2373b8,1,
coco_4da3011156d8c21fe66ae3f5,coco,data/raw_smoke/coco/images/train2017/000000000066.jpg,images/train2017/000000000066.jpg,smoke coco scene 66,128,128,563db896f901575b41399057e62af48b7daf2922fa23e99b525d50ce1f49497e,1,
coco_5aae0f1eafec3a28cbb0ad13,coco,data/raw_smoke/coco/images/train2017/000000000067.jpg,images/train2017/000000000067.jpg,smoke coco scene 67,128,128,909c7bc1d3dac1a517810549ae4aedb0aaf93a04e43bc149fedff793f43c1a30,1,
coco_7f4b705470f4b973e2805eec,coco,data/raw_smoke/coco/images/train2017/000000000068.jpg,images/train2017/000000000068.jpg,smoke coco scene 68,128,128,0d81eca547774f8e90d935534a7a33455dfe3c8a1e2a2c6f3f843a79c04bcffa,1,
coco_c180aa588126ac51403b5a09,coco,data/raw_smoke/coco/images/train2017/000000000069.jpg,images/train2017/000000000069.jpg,smoke coco scene 69,128,128,653b416e4d5ccae008e158866210ed0718657359c03d02c0a668d5f247af0554,1,
coco_1f270c080111761b585e41a2,coco,data/raw_smoke/coco/images/train2017/000000000070.jpg,images/train2017/000000000070.jpg,smoke coco scene 70,128,128,bf9527e3f88660ed505791e82b43dacd75222260e2911d7830d05fdaccf2ea4c,1,
coco_0fed0734c0211421787dacfa,coco,data/raw_smoke/coco/images/train2017/000000000071.jpg,images/train2017/000000000071.jpg,smoke coco scene 71,128,128,39d6eb9697d5acfe09c50911310f25a36e31fef958d01914594545d80c5f0c20,1,
coco_bba40d21706c5fe3cca245f9,coco,data/raw_smoke/coco/images/train2017/000000000072.jpg,images/train2017/000000000072.jpg,smoke coco scene 72,128,128,6e8ede9efbdecfb0e2530033faf7098efa8ec1157829044aeec1283d2ec33c56,1,
coco_fb97d33f3c3fcbe5ef4b98b2,coco,data/raw_smoke/coco/images/train2017/000000000073.jpg,images/train2017/000000000073.jpg,smoke coco scene 73,128,128,31cc0d1cef595ad8896107581cd2329482f56082229af5f4fa2e1c05a8117412,1,
coco_aa5b2f9286530e464aaea4c0,coco,data/raw_smoke/coco/images/train2017/000000000074.jpg,images/train2017/000000000074.jpg,smoke coco scene 74,128,128,baec5eb8de451a0bd74ba05d737f07d1f597fb4b1fb1d1a0bf8dee1fe722ea35,1,
coco_a8ae564cebe5018005ced088,coco,data/raw_smoke/coco/images/train2017/000000000075.jpg,images/train2017/000000000075.jpg,smoke coco scene 75,128,128,98df539718e289b127af60cd7159004386b03d38719da23feeb6d7b30a65a1fb,1,
coco_65d2cad942c2c531cd0ba26c,coco,data/raw_smoke/coco/images/train2017/000000000076.jpg,images/train2017/000000000076.jpg,smoke coco scene 76,128,128,d326901457b951d83f56517cadd0c915fe30a6093b4279ea94db8182cb6c16c1,1,
coco_9a396225d9e9f872e6a38bea,coco,data/raw_smoke/coco/images/train2017/000000000077.jpg,images/train2017/000000000077.jpg,smoke coco scene 77,128,128,ce38d51c1c0d23282bda1d7391976b6b9e3a5a9a492c1f9e7875e61cca82d778,1,
coco_38f8cdf8c9bdfcaa2cda6798,coco,data/raw_smoke/coco/images/train2017/000000000078.jpg,images/train2017/000000000078.jpg,smoke coco scene 78,128,128,2a84d3960e8638072e1f5270b39d84214e74e0c05fe6bb80f8b4c5d5c48245c3,1,
coco_e993dd9ac7764fb795ae4afd,coco,data/raw_smoke/coco/images/train2017/000000000079.jpg,images/train2017/000000000079.jpg,smoke coco scene 79,128,128,70ce162a8bd6c89972e84908f25ca5e53291d07f63e76d4aa04884257b08e259,1,
coco_7a9b0f896b09488cf341a161,coco,data/raw_smoke/coco/images/train2017/000000000080.jpg,images/train2017/000000000080.jpg,smoke coco scene 80,128,128,4b11bdd720fca96e19c096ef03a1200ef77ceeeaa5827a66cf5f876394e86569,1,
coco_f71a82177f845e3deaf0ae71,coco,data/raw_smoke/coco/images/train2017/000000000081.jpg,images/train2017/000000000081.jpg,smoke coco scene 81,128,128,97fbaff32b9da4367a1a762cde7992ffa0aa03b19dc73163a14bf1db64f4da37,1,
coco_93f5a8f2e7166464ddf485cb,coco,data/raw_smoke/coco/images/train2017/000000000082.jpg,images/train2017/000000000082.jpg,smoke coco scene 82,128,128,60ac38e26d870854c0134c3ccf385c27ffbd4f44066d6f808f610a5d503f3959,1,
coco_a9a21bfd71b8b3c55a6e0af0,coco,data/raw_smoke/coco/images/train2017/000000000083.jpg,images/train2017/000000000083.jpg,smoke coco scene 83,128,128,54b32b447be5bd300cca09b5a2af2f1ff0f40753277d5f421071a4b4bb4e6f16,1,
coco_334e8645b6492e488d03b509,coco,data/raw_smoke/coco/images/train2017/000000000084.jpg,images/train2017/000000000084.jpg,smoke coco scene 84,128,128,377366f12bed72be761b4f256549b8d4ddaf25e021208775cc20a5051929feee,1,
coco_85fc142507d5da667a0dfcd6,coco,data/raw_smoke/coco/images/train2017/000000000085.jpg,images/train2017/000000000085.jpg,smoke coco scene 85,128,128,10f27d2e9cabd7d30aa8c8f827288960114b3cdf27fd159d41ae1bb3e3ce7d6f,1,
coco_fe086d033e05de9d95b631c7,coco,data/raw_smoke/coco/images/train2017/000000000086.jpg,images/train2017/000000000086.jpg,smoke coco scene 86,128,128,054c5582a2898ef27e45ce093ba66353d2eec22d5402cfda96cd3444876b1085,1,
coco_52e63767b479b9b8e19bcf6d,coco,data/raw_smoke/coco/images/train2017/000000000087.jpg,images/train2017/000000000087.jpg,smoke coco scene 87,128,128,a126b4684a89cd0b23ec7ceacaa0540f77d9b1113f22dc77e76733e8adb35c72,1,
coco_bb30ae08c99cace0b25e12fe,coco,data/raw_smoke/coco/images/train2017/000000000088.jpg,images/train2017/000000000088.jpg,smoke coco scene 88,128,128,af65581f00c77097342fc713e7286a14ba2a8247cbdfe9ee0bb8fa8a34df3df2,1,
coco_5164d320dbe09b115e2c4596,coco,data/raw_smoke/coco/images/train2017/000000000089.jpg,images/train2017/000000000089.jpg,smoke coco scene 89,128,128,e5422cf9201114806ef128e5096cafecdfb7697bb64a743f07bc7a1018e165fb,1,
coco_5f6db3a941def9932cc239ec,coco,data/raw_smoke/coco/images/train2017/000000000090.jpg,images/train2017/000000000090.jpg,smoke coco scene 90,128,128,e990207b988d385ebf27ba97c5ec108a0a3d04484e5296e46abf1910e544eea7,1,
coco_84ae5b76ea93caa3a9757522,coco,data/raw_smoke/coco/images/train2017/000000000091.jpg,images/train2017/000000000091.jpg,smoke coco scene 91,128,128,2b427f05b5038066e49b6ad959639a520156cb59428e2fdf294bc347e032bacb,1,
coco_05179233df154d86d3025191,coco,data/raw_smoke/coco/images/train2017/000000000092.jpg,images/train2017/000000000092.jpg,smoke coco scene 92,128,128,43e5539a47fdb89311d14bb7d84ca1f7eec2e705c36400fcd9ddaba1c90d6b34,1,
coco_ed5bdb795d1a2b5d9c6b7e3d,coco,data/raw_smoke/coco/images/train2017/000000000093.jpg,images/train2017/000000000093.jpg,smoke coco scene 93,128,128,0ba9aac9cda5b845515108b3b91fe642b0d63ff5621ba10ab690b42f16f5f3e9,1,
coco_7b4cbabcff890a586746feb6,coco,data/raw_smoke/coco/images/train2017/000000000094.jpg,images/train2017/000000000094.jpg,smoke coco scene 94,128,128,76cd2bf0f2689ef78063ff7a5b75f2c267df01005146a36e3de878539e4eaace,1,
coco_7ffbe2f02310fed609d13e79,coco,data/raw_smoke/coco/images/train2017/000000000095.jpg,images/train2017/000000000095.jpg,smoke coco scene 95,128,128,e04f2dc859d3f7e2910ed05822172fa8c8403f2253de9d13edc35e929925cef7,1,
coco_e6490a1701bcf6ce9479f844,coco,data/raw_smoke/coco/images/train2017/000000000096.jpg,images/train2017/000000000096.jpg,smoke coco scene 96,128,128,fb6cd601e4a25dc56f372a6cc829c7d82e387278d4f2e53965d48599959a712e,1,
coco_5d1eadbb83c60c24a94e29a8,coco,data/raw_smoke/coco/images/train2017/000000000097.jpg,images/train2017/000000000097.jpg,smoke coco scene 97,128,128,64314c23fc25ff56d4bd7a3db1d3c9f3b4cd91e1c8f8b02f8e4cc677c20098b9,1,
coco_3ccebf5681c64b8bc52cf323,coco,data/raw_smoke/coco/images/train2017/000000000098.jpg,images/train2017/000000000098.jpg,smoke coco scene 98,128,128,f61b72a5b0149872c88b9bd8e7c5ee0909a43a5f3c5da87d73b2454bc2754691,1,
coco_18e6a462475cab6e957de35a,coco,data/raw_smoke/coco/images/train2017/000000000099.jpg,images/train2017/000000000099.jpg,smoke coco scene 99,128,128,a8426d9070ffa1824a8c1866ca0007fc0513c8e4d6e17f7c9ce185a993c8c79a,1,
coco_e4425e9e03da57d11c5c580b,coco,data/raw_smoke/coco/images/train2017/000000000100.jpg,images/train2017/000000000100.jpg,smoke coco scene 100,128,128,e5c58cea3b9ada6974332fb84b26bfa14fd9845cc80521f4f30217725671bec8,1,
coco_6f54fee10201464f77ec6a70,coco,data/raw_smoke/coco/images/train2017/000000000101.jpg,images/train2017/000000000101.jpg,smoke coco scene 101,128,128,9a0a491339cd9b6113ff5c8e0a1a7c941765dd1a31f363ce3ed8c18e41dfb628,1,
coco_79c1a1a7728730644b171f06,coco,data/raw_smoke/coco/images/train2017/000000000102.jpg,images/train2017/000000000102.jpg,smoke coco scene 102,128,128,f085f7e8073e13d74969883a32287449cfaccbda60e05891a6c13f15a7a00724,1,
coco_2b1b339cd9b0529aee89a16a,coco,data/raw_smoke/coco/images/train2017/000000000103.jpg,images/train2017/000000000103.jpg,smoke coco scene 103,128,128,274b07938bb03e93150cc8b0c883a2af1758fddf2e4b561065574184d11b9a95,1,
coco_49f26c4651768574c11445f6,coco,data/raw_smoke/coco/images/train2017/000000000104.jpg,images/train2017/000000000104.jpg,smoke coco scene 104,128,128,a929fd312e45174595e9a938fd11d0cf6c9f08f0ec0ee8702233dfba732ba94c,1,
coco_6a20f29d8fe50674ddcc50df,coco,data/raw_smoke/coco/images/train2017/000000000105.jpg,images/train2017/000000000105.jpg,smoke coco scene 105,128,128,37f1ae08817a8ceb0dd32e484970f655a960f9694b48b85bef2e39cd37674470,1,
coco_53b7e8b71f3bf1491b923ee6,coco,data/raw_smoke/coco/images/train2017/000000000106.jpg,images/train2017/000000000106.jpg,smoke coco scene 106,128,128,4b88a994df7f286bba8c61498fc2f3840423482a06b18d62c8e38393a38e3791,1,
coco_1994078b6e3a9d7e2c722120,coco,data/raw_smoke/coco/images/train2017/000000000107.jpg,images/train2017/000000000107.jpg,smoke coco scene 107,128,128,e1f347148f7d654bac3f6002deff2c78e7206228c970c025d688a65319291cd4,1,
coco_181762627d5dfc65f5525ed6,coco,data/raw_smoke/coco/images/train2017/000000000108.jpg,images/train2017/000000000108.jpg,smoke coco scene 108,128,128,7a4777f678e027cfbddf3af0b7d31f1543031b1f1db425ec8d0716194ddad0e1,1,
coco_264f693870f957bd1e3fd0c4,coco,data/raw_smoke/coco/images/train2017/000000000109.jpg,images/train2017/000000000109.jpg,smoke coco scene 109,128,128,9f26d2dbffa5a5d74e9c37112f7e3b4fed09b60eb1a2a1ae6d17bcbd45e72573,1,
coco_4a3e415566cddfc61daa17d5,coco,data/raw_smoke/coco/images/train2017/000000000110.jpg,images/train2017/000000000110.jpg,smoke coco scene 110,128,128,280a285ff504df74385d2870fcd72f5969c7b30ecd68e5d2e7b56b31ba1c1d3c,1,
coco_2881dc0b829dace9d2762672,coco,data/raw_smoke/coco/images/train2017/000000000111.jpg,images/train2017/000000000111.jpg,smoke coco scene 111,128,128,3a4141c3e5157fa8c67d808b6a5bbce1a18befee2de699f22308d57c3f41e42f,1,
